City;Couleur;Forme;State;Time;Date;Heure
Wheelersburg;;LIGHT;OH;11/28/1996 22:30;28/11/1996;22:30
Los Angeles;;VARIOUS;CA;11/29/1996 19:05;29/11/1996;19:05
Sedona;;LIGHT;AZ;11/29/1996 21:45;29/11/1996;21:45
Outlook;;LIGHT;WA;11/30/1996 3:00;30/11/1996;3:00
La Joya;RED;DISK;TX;11/30/1996 7:00;30/11/1996;7:00
Salida;;VARIOUS;CO;11/30/1996 17:12;30/11/1996;17:12
Vashon Island;;VARIOUS;WA;11/30/1996 19:15;30/11/1996;19:15
Shreveport;;VARIOUS;LA;11/30/1996 21:00;30/11/1996;21:00
Kirkland;RED BLUE;VARIOUS;WA;11/30/1996 21:15;30/11/1996;21:15
Sedona;;LIGHT;AZ;11/30/1996 22:00;30/11/1996;22:00
Kansas City;RED;VARIOUS;MO;12/1/1996 19:38;1/12/1996;19:38
Seattle;;TRIANGLE;WA;12/1/1996 21:00;1/12/1996;21:00
Columbia;;LIGHT;MO;12/1/1996 22:36;1/12/1996;22:36
Wrightwood Mtn.;RED;LIGHT;CA;12/1/1996 23:30;1/12/1996;23:30
Sumner;BLUE;VARIOUS;IL;12/2/1996 19:00;2/12/1996;19:00
North Bend;GREEN BLUE;VARIOUS;WA;12/3/1996 4:00;3/12/1996;4:00
Brooksville;;VARIOUS;FL;12/5/1996 5:30;5/12/1996;5:30
Seattle;;VARIOUS;WA;12/5/1996 22:00;5/12/1996;22:00
Peebles;;LIGHT;OH;12/5/1996 23:00;5/12/1996;23:00
Fort Worth;;CIGAR;TX;12/6/1996 9:35;6/12/1996;9:35
Jonesburg;;LIGHT;MO;12/8/1996 0:05;8/12/1996;0:05
Highway 15;RED;VARIOUS;NV;12/9/1996 5:00;9/12/1996;5:00
Hastings;;TRIANGLE;MN;12/9/1996 23:15;9/12/1996;23:15
Memphis;;OVAL;TN;12/10/1996 12:00;10/12/1996;12:00
Newtown;;TEARDROP;CT;12/10/1996 18:30;10/12/1996;18:30
Gulf Breeze;;SPHERE;FL;12/10/1996 19:50;10/12/1996;19:50
Pensacola;YELLOW;VARIOUS;FL;12/10/1996 19:55;10/12/1996;19:55
Quartz Hill;;CIRCLE;CA;12/10/1996 22:15;10/12/1996;22:15
Camarillo;;LIGHT;CA;12/10/1996 22:30;10/12/1996;22:30
Birmingham;;VARIOUS;AL;12/11/1996 17:15;11/12/1996;17:15
Gulf Breeze;RED ORANGE;FIREBALL;FL;12/11/1996 19:55;11/12/1996;19:55
I-10, Marker 174;;VARIOUS;NM;12/12/1996 2:06;12/12/1996;2:06
Upland;GREEN;FIREBALL;CA;12/12/1996 5:30;12/12/1996;5:30
Elizabeth;;VARIOUS;NJ;12/12/1996 17:10;12/12/1996;17:10
Fredericksburg;;LIGHT;TX;12/12/1996 18:00;12/12/1996;18:00
Greensboro;;LIGHT;NC;12/13/1996 3:00;13/12/1996;3:00
Simi Valley;;EGG;CA;12/13/1996 15:20;13/12/1996;15:20
Karnak;GREEN;CYLINDER;IL;12/13/1996 20:00;13/12/1996;20:00
Detroit;;VARIOUS;MI;12/13/1996 21:00;13/12/1996;21:00
Stroudsburg;;LIGHT;PA;12/13/1996 23:00;13/12/1996;23:00
Vashon Island;;VARIOUS;WA;12/14/1996 17:15;14/12/1996;17:15
West Covina;;VARIOUS;CA;12/14/1996 18:08;14/12/1996;18:08
Issaquah;;VARIOUS;WA;12/14/1996 20:20;14/12/1996;20:20
Newtown;;TEARDROP;CT;12/15/1996 18:30;15/12/1996;18:30
Bartlett;;OTHER;TN;12/15/1996 23:00;15/12/1996;23:00
Spokane;;DIAMOND;WA;12/16/1996 14:25;16/12/1996;14:25
Everett;GREEN;VARIOUS;WA;12/16/1996 20:10;16/12/1996;20:10
Stevens Pass;ORANGE;VARIOUS;WA;12/16/1996 21:00;16/12/1996;21:00
Bellingham;;EGG;WA;12/17/1996 0:30;17/12/1996;0:30
Morton;;VARIOUS;WA;12/17/1996 1:15;17/12/1996;1:15
Redmond;;VARIOUS;WA;12/17/1996 2:30;17/12/1996;2:30
Hansville;BLUE;VARIOUS;WA;12/17/1996 6:14;17/12/1996;6:14
Bellingham;GREEN;VARIOUS;WA;12/17/1996 6:15;17/12/1996;6:15
Seattle;;VARIOUS;WA;12/17/1996 6:15;17/12/1996;6:15
Tigard;;VARIOUS;OR;12/17/1996 6:15;17/12/1996;6:15
Portland;;VARIOUS;OR;12/17/1996 6:20;17/12/1996;6:20
Seattle;BLUE;VARIOUS;WA;12/17/1996 6:20;17/12/1996;6:20
Sunrise;;SPHERE;FL;12/17/1996 20:00;17/12/1996;20:00
Woodville;;TRIANGLE;TX;12/17/1996 20:17;17/12/1996;20:17
Dana Point;;LIGHT;CA;12/17/1996 21:45;17/12/1996;21:45
Eugene;;LIGHT;OR;12/18/1996 4:30;18/12/1996;4:30
Salinas;GREEN;VARIOUS;CA;12/18/1996 4:45;18/12/1996;4:45
The Woodlands;YELLOW;LIGHT;TX;12/18/1996 22:00;18/12/1996;22:00
Winchester;;TRIANGLE;TN;12/19/1996 16:30;19/12/1996;16:30
Seattle;;VARIOUS;WA;12/19/1996 22:45;19/12/1996;22:45
Centralia;RED;VARIOUS;WA;12/20/1996 3:26;20/12/1996;3:26
New Castle;RED;CYLINDER;PA;12/20/1996 13:00;20/12/1996;13:00
Poulsbo;;VARIOUS;WA;12/21/1996 0:00;21/12/1996;0:00
Reno;;VARIOUS;NV;12/22/1996 1:45;22/12/1996;1:45
Reno;;OTHER;NV;12/22/1996 1:45;22/12/1996;1:45
Parma;;OTHER;OH;12/22/1996 12:30;22/12/1996;12:30
Harrisburg;;TRIANGLE;PA;12/24/1996 10:30;24/12/1996;10:30
Little Rock;;LIGHT;AR;12/24/1996 23:15;24/12/1996;23:15
Fresno;;LIGHT;CA;12/25/1996 2:35;25/12/1996;2:35
Seward;GREEN;LIGHT;AK;12/25/1996 22:00;25/12/1996;22:00
Fontana;;VARIOUS;CA;12/26/1996 22:40;26/12/1996;22:40
Hurst;ORANGE;LIGHT;TX;12/28/1996 1:00;28/12/1996;1:00
Rockford;;TRIANGLE;IL;12/28/1996 1:00;28/12/1996;1:00
Highway 37;;VARIOUS;CA;12/28/1996 20:15;28/12/1996;20:15
Hartsburg;BLUE;VARIOUS;MO;12/29/1996 19:00;29/12/1996;19:00
Bastrop;;LIGHT;LA;12/29/1996 20:00;29/12/1996;20:00
Elkins;;VARIOUS;WV;12/30/1996 2:30;30/12/1996;2:30
Tucson;;DISK;AZ;12/31/1996 18:30;31/12/1996;18:30
Gardner;;CIRCLE;MA;12/31/1996 20:00;31/12/1996;20:00
Tulsa;RED BLUE;CIGAR;OK;12/31/1996 20:00;31/12/1996;20:00
Chilhowie;;CROSS;VA;1/1/1997 0:00;1/1/1997;0:00
Chanute;;CIRCLE;KS;1/1/1997 7:00;1/1/1997;7:00
Jamestown;;VARIOUS;ND;1/1/1997 7:00;1/1/1997;7:00
Arrayo Grande;;OVAL;CA;1/1/1997 13:00;1/1/1997;13:00
Johnston;;RECTANGLE;RI;1/1/1997 15:30;1/1/1997;15:30
Phoenix;;CHEVRON;AZ;1/1/1997 19:30;1/1/1997;19:30
Clatonia;;VARIOUS;NE;1/1/1997 20:30;1/1/1997;20:30
Cayce;;VARIOUS;SC;1/1/1997 21:00;1/1/1997;21:00
Tom Sauk Moutain;;LIGHT;MO;1/1/1997 23:00;1/1/1997;23:00
Austin;;LIGHT;TX;1/2/1997 19:15;2/1/1997;19:15
Long Beach;;LIGHT;WA;1/3/1997 3:00;3/1/1997;3:00
Steinhatchee;RED;CIGAR;FL;1/4/1997 21:00;4/1/1997;21:00
Santa Rosa;;DISK;CA;1/4/1997 21:32;4/1/1997;21:32
Haleiwa;;TRIANGLE;HI;1/5/1997 1:10;5/1/1997;1:10
Amelia;;LIGHT;OH;1/7/1997 0:35;7/1/1997;0:35
Don't Know;;TEARDROP;NV;1/7/1997 21:30;7/1/1997;21:30
Brooklyn;;DISK;CT;1/8/1997 17:20;8/1/1997;17:20
South Attleboro;BLUE;DISK;MA;1/8/1997 17:22;8/1/1997;17:22
Eden;;LIGHT;NY;1/8/1997 19:00;8/1/1997;19:00
Columbus;;TRIANGLE;OH;1/10/1997 22:00;10/1/1997;22:00
St. Cloud;GREEN;PYRAMID;MN;1/11/1997 5:00;11/1/1997;5:00
Carrollton;;CIRCLE;TX;1/11/1997 22:00;11/1/1997;22:00
Billings;RED;LIGHT;MT;1/12/1997 23:00;12/1/1997;23:00
Lombard;;FIREBALL;IL;1/13/1997 17:30;13/1/1997;17:30
McKinlyville;;DISK;CA;1/14/1997 16:00;14/1/1997;16:00
Columbia;;LIGHT;SC;1/15/1997 0:30;15/1/1997;0:30
Mankato;;SPHERE;MN;1/15/1997 1:15;15/1/1997;1:15
Calabash;;OVAL;NC;1/15/1997 4:30;15/1/1997;4:30
Macon;;DISK;GA;1/15/1997 7:00;15/1/1997;7:00
Circleville;;DISK;OH;1/15/1997 11:30;15/1/1997;11:30
Pico Rivera;;OVAL;CA;1/15/1997 15:00;15/1/1997;15:00
Long Beach;;EGG;NY;1/15/1997 17:30;15/1/1997;17:30
Millsboro;;TRIANGLE;DE;1/15/1997 18:00;15/1/1997;18:00
Alturas;;DISK;CA;1/15/1997 18:30;15/1/1997;18:30
Ellensburg;;FIREBALL;WA;1/15/1997 23:00;15/1/1997;23:00
Seguin;;FIREBALL;TX;1/16/1997 6:30;16/1/1997;6:30
Moab;YELLOW GREEN;OTHER;UT;1/16/1997 18:00;16/1/1997;18:00
Babson Park;;DIAMOND;FL;1/18/1997 22:00;18/1/1997;22:00
Las Vegas;;SPHERE;NV;1/18/1997 22:00;18/1/1997;22:00
Blackwell;RED;TRIANGLE;OK;1/21/1997 19:15;21/1/1997;19:15
Altus AFB;;VARIOUS;OK;1/22/1997 3:35;22/1/1997;3:35
North Kingstown;;TRIANGLE;RI;1/23/1997 18:30;23/1/1997;18:30
Alta;;OTHER;UT;1/24/1997 19:00;24/1/1997;19:00
Marion;;TRIANGLE;WI;1/25/1997 21:00;25/1/1997;21:00
Flagstaff;;LIGHT;AZ;1/26/1997 22:00;26/1/1997;22:00
East Greenwich;;DISK;RI;1/29/1997 23:15;29/1/1997;23:15
Alto;;TRIANGLE;MI;2/1/1997 6:35;1/2/1997;6:35
Yucca Valley;;OTHER;CA;2/1/1997 9:30;1/2/1997;9:30
Unincorporated;;RECTANGLE;AZ;2/1/1997 13:00;1/2/1997;13:00
Winter Springs;;CONE;FL;2/1/1997 21:00;1/2/1997;21:00
Elizabeth;;SPHERE;NJ;2/1/1997 23:00;1/2/1997;23:00
Thackery;;VARIOUS;OH;2/2/1997 8:25;2/2/1997;8:25
Virden;;DISK;IL;2/3/1997 20:00;3/2/1997;20:00
Albuquerque;;FLASH;NM;2/5/1997 22:00;5/2/1997;22:00
Grove City;;VARIOUS;PA;2/6/1997 3:15;6/2/1997;3:15
Mesa;;TRIANGLE;AZ;2/6/1997 16:45;6/2/1997;16:45
Stacy;;VARIOUS;MN;2/8/1997 18:00;8/2/1997;18:00
Seattle;;OVAL;WA;2/9/1997 13:45;9/2/1997;13:45
Los Angeles;;TRIANGLE;CA;2/10/1997 0:10;10/2/1997;0:10
Brentwood;;LIGHT;TN;2/10/1997 18:00;10/2/1997;18:00
Phoenix;;CIGAR;AZ;2/11/1997 11:00;11/2/1997;11:00
San Antonio;;TRIANGLE;TX;2/12/1997 18:20;12/2/1997;18:20
Lakewood;;TEARDROP;CO;2/13/1997 7:00;13/2/1997;7:00
Las Vegas;;FORMATION;NV;2/14/1997 18:00;14/2/1997;18:00
Ormond Beach;;CHEVRON;FL;2/14/1997 20:00;14/2/1997;20:00
La Puente;;OTHER;CA;2/15/1997 3:00;15/2/1997;3:00
North Adams;;DIAMOND;MA;2/15/1997 13:00;15/2/1997;13:00
Prescott Valley;;OTHER;AZ;2/15/1997 20:00;15/2/1997;20:00
Harrisonburg;;FIREBALL;VA;2/15/1997 21:30;15/2/1997;21:30
Hudson;;VARIOUS;WI;2/15/1997 22:30;15/2/1997;22:30
Blairsville;;LIGHT;PA;2/15/1997 23:35;15/2/1997;23:35
Randolph;;CIRCLE;NY;2/16/1997 3:00;16/2/1997;3:00
Pittsburgh;;OTHER;PA;2/17/1997 0:47;17/2/1997;0:47
Waseca;;OTHER;MN;2/17/1997 22:15;17/2/1997;22:15
Guadelupe;;VARIOUS;AZ;2/19/1997 20:15;19/2/1997;20:15
Weston;;OTHER;MO;2/22/1997 14:21;22/2/1997;14:21
Crystal Lake;ORANGE;SPHERE;IL;2/25/1997 2:00;25/2/1997;2:00
Boiling Springs;;VARIOUS;PA;2/25/1997 14:20;25/2/1997;14:20
New Florence;;LIGHT;PA;2/25/1997 20:00;25/2/1997;20:00
Mobile;BLUE;OVAL;AL;2/26/1997 20:00;26/2/1997;20:00
North Beach;;OTHER;MD;2/27/1997 20:00;27/2/1997;20:00
St. David;;OVAL;AZ;2/28/1997 16:00;28/2/1997;16:00
Mesa;YELLOW;TRIANGLE;AZ;2/28/1997 23:00;28/2/1997;23:00
Dorchester;;VARIOUS;MA;3/1/1997 4:00;1/3/1997;4:00
Clinton;;CIRCLE;UT;3/1/1997 5:00;1/3/1997;5:00
Commerce City;;SPHERE;CO;3/1/1997 12:30;1/3/1997;12:30
Riverside;;TRIANGLE;CA;3/1/1997 21:00;1/3/1997;21:00
Louisville;ORANGE;FIREBALL;KY;3/1/1997 21:20;1/3/1997;21:20
Prairie du Sac;;CROSS;WI;3/2/1997 19:00;2/3/1997;19:00
Hemet;;TRIANGLE;CA;3/2/1997 21:00;2/3/1997;21:00
Dublin;;TRIANGLE;OH;3/3/1997 2:00;3/3/1997;2:00
Sullivan;;LIGHT;MO;3/3/1997 18:30;3/3/1997;18:30
Las Vegas;;LIGHT;NV;3/5/1997 0:00;5/3/1997;0:00
Phoenix;;CHEVRON;AZ;3/5/1997 14:00;5/3/1997;14:00
San Francisco;;OVAL;CA;3/5/1997 18:10;5/3/1997;18:10
Rohnert Park;;SPHERE;CA;3/6/1997 1:00;6/3/1997;1:00
Virginia Beach;YELLOW;LIGHT;VA;3/6/1997 22:00;6/3/1997;22:00
Las Vegas;;VARIOUS;NV;3/6/1997 23:00;6/3/1997;23:00
Tacoma;;DISK;WA;3/7/1997 19:00;7/3/1997;19:00
Monrovia;;DISK;CA;3/7/1997 22:00;7/3/1997;22:00
Seattle;BLUE;FLASH;WA;3/7/1997 22:50;7/3/1997;22:50
East Detroit;;DISK;MI;3/8/1997 19:00;8/3/1997;19:00
Arizona;;TRIANGLE;AZ;3/9/1997 1:00;9/3/1997;1:00
Alpharetta;;TRIANGLE;GA;3/10/1997 10:30;10/3/1997;10:30
Virginia Beach;;SPHERE;VA;3/10/1997 12:30;10/3/1997;12:30
New York City;;LIGHT;NY;3/10/1997 19:30;10/3/1997;19:30
Naples;;VARIOUS;FL;3/10/1997 21:00;10/3/1997;21:00
Las Vegas;;LIGHT;NV;3/10/1997 22:00;10/3/1997;22:00
Charleston;;SPHERE;WV;3/11/1997 18:30;11/3/1997;18:30
Holloman AFB;;VARIOUS;NM;3/12/1997 6:30;12/3/1997;6:30
Phoenix;;LIGHT;AZ;3/12/1997 8:00;12/3/1997;8:00
New Orleans;;OTHER;LA;3/12/1997 9:00;12/3/1997;9:00
Norfolk;;CHEVRON;VA;3/12/1997 20:09;12/3/1997;20:09
Terre Haute;;TRIANGLE;IN;3/12/1997 20:30;12/3/1997;20:30
Las Vegas;;CHEVRON;NV;3/12/1997 20:40;12/3/1997;20:40
Glendale;;LIGHT;AZ;3/12/1997 21:50;12/3/1997;21:50
Death Valley;;TRIANGLE;NV;3/12/1997 22:20;12/3/1997;22:20
Brentwood;;FORMATION;CA;3/12/1997 23:00;12/3/1997;23:00
Santa Fe;;OTHER;NM;3/12/1997 23:00;12/3/1997;23:00
Douglas;;TRIANGLE;AZ;3/13/1997 0:00;13/3/1997;0:00
Las Vegas;;VARIOUS;NV;3/13/1997 0:00;13/3/1997;0:00
Phoenix;;OTHER;AZ;3/13/1997 0:00;13/3/1997;0:00
Scottsdale;;TRIANGLE;AZ;3/13/1997 0:00;13/3/1997;0:00
Salt Lake City;;OTHER;UT;3/13/1997 5:30;13/3/1997;5:30
Casa Grande;;CIRCLE;AZ;3/13/1997 8:00;13/3/1997;8:00
Newfoundland;;OVAL;NJ;3/13/1997 10:30;13/3/1997;10:30
Seattle;;SPHERE;WA;3/13/1997 13:30;13/3/1997;13:30
Lubbock;;TRIANGLE;TX;3/13/1997 17:00;13/3/1997;17:00
Prescott;;FORMATION;AZ;3/13/1997 18:00;13/3/1997;18:00
New Braunfels;;TRIANGLE;TX;3/13/1997 18:30;13/3/1997;18:30
Phoenix;;CHEVRON;AZ;3/13/1997 18:40;13/3/1997;18:40
Phoenix;;TRIANGLE;AZ;3/13/1997 19:00;13/3/1997;19:00
Scottsdale;;TRIANGLE;AZ;3/13/1997 19:00;13/3/1997;19:00
Gila Bend;ORANGE;LIGHT;AZ;3/13/1997 19:45;13/3/1997;19:45
Stanfield;;TRIANGLE;AZ;3/13/1997 19:45;13/3/1997;19:45
East Mesa;;LIGHT;AZ;3/13/1997 20:00;13/3/1997;20:00
Glendale;;DIAMOND;AZ;3/13/1997 20:00;13/3/1997;20:00
Kingman;ORANGE;FORMATION;AZ;3/13/1997 20:00;13/3/1997;20:00
Phoenix;;CHEVRON;AZ;3/13/1997 20:00;13/3/1997;20:00
Phoenix;;CIRCLE;AZ;3/13/1997 20:00;13/3/1997;20:00
Phoenix;;OTHER;AZ;3/13/1997 20:00;13/3/1997;20:00
Phoenix;;TRIANGLE;AZ;3/13/1997 20:00;13/3/1997;20:00
Phoenix;;VARIOUS;AZ;3/13/1997 20:05;13/3/1997;20:05
Tempe;;OTHER;AZ;3/13/1997 20:10;13/3/1997;20:10
Prescott;RED;FORMATION;AZ;3/13/1997 20:12;13/3/1997;20:12
Black Canyon City;;CHEVRON;AZ;3/13/1997 20:15;13/3/1997;20:15
Phoenix;;LIGHT;AZ;3/13/1997 20:15;13/3/1997;20:15
Phoenix;ORANGE;LIGHT;AZ;3/13/1997 20:15;13/3/1997;20:15
Phoenix;RED;TRIANGLE;AZ;3/13/1997 20:15;13/3/1997;20:15
Prescott;;FORMATION;AZ;3/13/1997 20:15;13/3/1997;20:15
Prescott;YELLOW;FORMATION;AZ;3/13/1997 20:15;13/3/1997;20:15
Scottsdale;;TRIANGLE;AZ;3/13/1997 20:15;13/3/1997;20:15
Northwest Tempe;RED;FORMATION;AZ;3/13/1997 20:20;13/3/1997;20:20
Phoenix;;VARIOUS;AZ;3/13/1997 20:20;13/3/1997;20:20
Phoenix;;TRIANGLE;AZ;3/13/1997 20:20;13/3/1997;20:20
Buckeye;;SPHERE;AZ;3/13/1997 20:25;13/3/1997;20:25
Glendale;;VARIOUS;AZ;3/13/1997 20:25;13/3/1997;20:25
Cass City;;TRIANGLE;MI;3/13/1997 20:30;13/3/1997;20:30
Chandler;;VARIOUS;AZ;3/13/1997 20:30;13/3/1997;20:30
Chandler;;TRIANGLE;AZ;3/13/1997 20:30;13/3/1997;20:30
Chino Valley;;FORMATION;AZ;3/13/1997 20:30;13/3/1997;20:30
Gila Bend;;CHEVRON;AZ;3/13/1997 20:30;13/3/1997;20:30
Goodyear;;VARIOUS;AZ;3/13/1997 20:30;13/3/1997;20:30
Mt. Springs;;OTHER;TX;3/13/1997 20:30;13/3/1997;20:30
Phoenix;;VARIOUS;AZ;3/13/1997 20:30;13/3/1997;20:30
Phoenix;;CHEVRON;AZ;3/13/1997 20:30;13/3/1997;20:30
Phoenix;ORANGE;FORMATION;AZ;3/13/1997 20:30;13/3/1997;20:30
Phoenix;;TRIANGLE;AZ;3/13/1997 20:30;13/3/1997;20:30
Tempe;;FORMATION;AZ;3/13/1997 20:30;13/3/1997;20:30
Tempe;;LIGHT;AZ;3/13/1997 20:30;13/3/1997;20:30
Libby;;LIGHT;MT;3/13/1997 20:35;13/3/1997;20:35
Mesa;;TRIANGLE;AZ;3/13/1997 20:40;13/3/1997;20:40
Phoenix;;FORMATION;AZ;3/13/1997 20:40;13/3/1997;20:40
Phoenix;;TRIANGLE;AZ;3/13/1997 20:45;13/3/1997;20:45
Henderson;;FORMATION;NV;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;VARIOUS;AZ;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;CHEVRON;AZ;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;DIAMOND;AZ;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;OTHER;AZ;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;TRIANGLE;AZ;3/13/1997 21:00;13/3/1997;21:00
Prescott;;FORMATION;AZ;3/13/1997 21:00;13/3/1997;21:00
Phoenix;;RECTANGLE;AZ;3/13/1997 21:15;13/3/1997;21:15
Monterey;;SPHERE;CA;3/13/1997 21:30;13/3/1997;21:30
Sciotoville;;FORMATION;OH;3/13/1997 21:30;13/3/1997;21:30
Casa Grande;;FORMATION;AZ;3/13/1997 22:00;13/3/1997;22:00
Dateland;;CIRCLE;AZ;3/13/1997 22:00;13/3/1997;22:00
Glendale;;FIREBALL;AZ;3/13/1997 22:00;13/3/1997;22:00
Phoenix;;OTHER;AZ;3/13/1997 22:00;13/3/1997;22:00
Tucson;;LIGHT;AZ;3/13/1997 22:00;13/3/1997;22:00
Phoenix;;VARIOUS;AZ;3/13/1997 22:05;13/3/1997;22:05
Fresno;;FORMATION;CA;3/13/1997 23:00;13/3/1997;23:00
Dunnellon;;LIGHT;FL;3/14/1997 1:35;14/3/1997;1:35
Sahuarita;;TRIANGLE;AZ;3/14/1997 19:00;14/3/1997;19:00
Tonopah;;SPHERE;AZ;3/14/1997 20:00;14/3/1997;20:00
Los Angeles;;TRIANGLE;CA;3/14/1997 21:00;14/3/1997;21:00
Colorado Springs;;TRIANGLE;CO;3/14/1997 22:30;14/3/1997;22:30
New York City;;OVAL;NY;3/14/1997 23:59;14/3/1997;23:59
Kalamazoo;RED;FLASH;MI;3/15/1997 1:00;15/3/1997;1:00
San Tan Valley;;LIGHT;AZ;3/15/1997 1:00;15/3/1997;1:00
Woodinville;RED;TRIANGLE;WA;3/15/1997 2:00;15/3/1997;2:00
Buena Vista;;OVAL;CO;3/15/1997 10:30;15/3/1997;10:30
Miami;;LIGHT;FL;3/15/1997 18:00;15/3/1997;18:00
Bossier Parish;;RECTANGLE;LA;3/15/1997 19:00;15/3/1997;19:00
Fort Hood;;SPHERE;TX;3/15/1997 21:00;15/3/1997;21:00
San Diego;;DISK;CA;3/15/1997 21:00;15/3/1997;21:00
Iron River;;LIGHT;MI;3/15/1997 21:30;15/3/1997;21:30
Oakton;;DELTA;VA;3/15/1997 23:55;15/3/1997;23:55
Yuma;;TRIANGLE;AZ;3/16/1997 11:30;16/3/1997;11:30
Osterville;;SPHERE;MA;3/16/1997 17:39;16/3/1997;17:39
Mountain View;;SPHERE;CA;3/16/1997 18:48;16/3/1997;18:48
Salton Sea;RED;OTHER;CA;3/16/1997 20:30;16/3/1997;20:30
Maricopa;ORANGE;LIGHT;AZ;3/16/1997 21:00;16/3/1997;21:00
Lincoln City;;TRIANGLE;OR;3/17/1997 9:00;17/3/1997;9:00
Aquaduct;;TRIANGLE;CA;3/17/1997 10:00;17/3/1997;10:00
Wickenburg;;LIGHT;AZ;3/17/1997 20:00;17/3/1997;20:00
Mesa;;CHEVRON;AZ;3/17/1997 20:35;17/3/1997;20:35
San Diego;;CIRCLE;CA;3/17/1997 21:00;17/3/1997;21:00
Tucson;ORANGE;TRIANGLE;AZ;3/17/1997 21:00;17/3/1997;21:00
Cleveland;ORANGE;CIGAR;TX;3/19/1997 20:45;19/3/1997;20:45
Phoenix;;OTHER;AZ;3/20/1997 0:00;20/3/1997;0:00
Santa Fe;;TRIANGLE;NM;3/20/1997 13:00;20/3/1997;13:00
Whitefish;;LIGHT;MT;3/20/1997 20:25;20/3/1997;20:25
Yucaipa;ORANGE;FIREBALL;CA;3/21/1997 21:00;21/3/1997;21:00
Scottsdale;;CIRCLE;AZ;3/22/1997 16:00;22/3/1997;16:00
McDonough;;LIGHT;GA;3/22/1997 20:00;22/3/1997;20:00
Bakersfield;YELLOW;LIGHT;CA;3/22/1997 20:32;22/3/1997;20:32
Lake Geneva;;LIGHT;WI;3/22/1997 21:00;22/3/1997;21:00
Unadilla;;LIGHT;NY;3/22/1997 21:30;22/3/1997;21:30
Stevens Point;ORANGE;CRESCENT;WI;3/22/1997 22:30;22/3/1997;22:30
Albuquerque;;OTHER;NM;3/23/1997 16:30;23/3/1997;16:30
Tigard;;DIAMOND;OR;3/23/1997 19:37;23/3/1997;19:37
Nederland;;OTHER;CO;3/23/1997 20:30;23/3/1997;20:30
Nederland;;OTHER;CO;3/23/1997 21:45;23/3/1997;21:45
Manassas;;FORMATION;VA;3/24/1997 23:40;24/3/1997;23:40
Stockton;RED;DIAMOND;CA;3/25/1997 20:32;25/3/1997;20:32
Owings Mills;;LIGHT;MD;3/26/1997 22:10;26/3/1997;22:10
Huron;;CIRCLE;OH;3/26/1997 22:30;26/3/1997;22:30
Winslow;;TRIANGLE;AZ;3/26/1997 22:30;26/3/1997;22:30
Ann Arbor;RED;LIGHT;MI;3/27/1997 1:00;27/3/1997;1:00
Williston;;SPHERE;FL;3/27/1997 1:03;27/3/1997;1:03
Sun Prairie;BLUE;VARIOUS;WI;3/27/1997 16:00;27/3/1997;16:00
Carlisle;;FORMATION;PA;3/27/1997 20:10;27/3/1997;20:10
Springfield;;DISK;MO;3/27/1997 20:40;27/3/1997;20:40
Palm Springs;;LIGHT;CA;3/27/1997 21:00;27/3/1997;21:00
Yuma;;SPHERE;AZ;3/27/1997 22:00;27/3/1997;22:00
Toledo;RED GREEN;CIRCLE;OH;3/27/1997 22:30;27/3/1997;22:30
Carmichaels;;DISK;PA;3/28/1997 16:00;28/3/1997;16:00
Houston;;SPHERE;TX;3/28/1997 22:00;28/3/1997;22:00
Phoenix City;;VARIOUS;AL;3/29/1997 20:00;29/3/1997;20:00
Cobleskill;ORANGE;LIGHT;NY;3/30/1997 0:45;30/3/1997;0:45
Shallotte;ORANGE;FORMATION;NC;3/30/1997 20:30;30/3/1997;20:30
Juneau;ORANGE GREEN;LIGHT;AK;3/31/1997 21:00;31/3/1997;21:00
Gardena;;OTHER;CA;4/1/1997 0:00;1/4/1997;0:00
Foster;;CIGAR;VA;4/1/1997 1:00;1/4/1997;1:00
Houston;ORANGE;OTHER;TX;4/1/1997 4:00;1/4/1997;4:00
Round Rock;;TRIANGLE;TX;4/1/1997 10:00;1/4/1997;10:00
Monument Valley;;LIGHT;UT;4/1/1997 18:30;1/4/1997;18:30
Homestead;;VARIOUS;FL;4/1/1997 21:00;1/4/1997;21:00
Santa Fe;;VARIOUS;NM;4/1/1997 22:00;1/4/1997;22:00
Sedona;RED;SPHERE;AZ;4/1/1997 22:00;1/4/1997;22:00
Brush Creek;;VARIOUS;TN;4/1/1997 23:05;1/4/1997;23:05
Lebanon;RED;SPHERE;MO;4/2/1997 20:15;2/4/1997;20:15
Port Wentworth;;OTHER;GA;4/3/1997 1:35;3/4/1997;1:35
Seattle;;OTHER;WA;4/3/1997 17:30;3/4/1997;17:30
Gaston;YELLOW GREEN;VARIOUS;OR;4/3/1997 19:50;3/4/1997;19:50
Kosciusko;;LIGHT;MS;4/3/1997 21:00;3/4/1997;21:00
Phoenix;;OVAL;AZ;4/3/1997 21:00;3/4/1997;21:00
Atlanta;;SPHERE;GA;4/4/1997 2:15;4/4/1997;2:15
Winsted;;VARIOUS;CT;4/4/1997 20:30;4/4/1997;20:30
Palm Springs;;OVAL;CA;4/5/1997 1:00;5/4/1997;1:00
